bin_number,linear_velocity,angular_velocity,command
2,0.18153609154929584,0.29043369583968137,CLEAR
2,0.301142430305481,0.29043369583968137,CLEAR
2,0.29010894298553463,0.29043369583968137,CLEAR
4,0.2691241197183099,-0.0,CLEAR
4,0.08921654929577467,-0.0,CLEAR
4,0.3132909059524536,-0.0,CLEAR
4,0.2977255582809448,-0.0,CLEAR
2,0.28299636840820314,0.29043369583968137,CLEAR
4,0.2999430656433105,-0.0,CLEAR
2,0.30123674869537354,0.29043369583968137,CLEAR
1,0.29142634868621825,0.43565054375952217,CLEAR
2,0.2980880737304687,0.29043369583968137,CLEAR
1,0.28976736068725584,0.43565054375952217,CLEAR
1,0.28106639385223386,0.43565054375952217,CLEAR
1,0.27068424224853516,0.43565054375952217,CLEAR
1,0.2611775159835815,0.43565054375952217,CLEAR
3,0.2900156021118164,0.14521684791984069,CLEAR
1,0.28524653911590575,0.43565054375952217,CLEAR
3,0.27687256336212157,0.14521684791984069,CLEAR
3,0.28541746139526364,0.14521684791984069,CLEAR
3,0.30898373126983636,0.14521684791984069,CLEAR
3,0.6,0.14521684791984069,CLEAR
0,0.6,0.5818900455379532,CLEAR
3,0.6,0.14521684791984069,CLEAR
0,0.29179916381835935,0.5818900455379532,CLEAR
0,0.30410521030426024,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
0,0.3279594898223877,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
2,0.6,0.29043369583968137,CLEAR
0,0.6,0.5818900455379532,CLEAR
2,0.6,0.29043369583968137,CLEAR
2,0.6,0.29043369583968137,CLEAR
0,0.6,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
1,0.6,0.43565054375952217,CLEAR
0,0.6,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
1,0.6,0.43565054375952217,CLEAR
1,0.6,0.43565054375952217,CLEAR
0,0.6,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
1,0.6,0.43565054375952217,CLEAR
0,0.6,0.5818900455379532,CLEAR
1,0.6,0.43565054375952217,CLEAR
0,0.6,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
0,0.6,0.5818900455379532,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
8,0.6,-0.5808673916793627,CLEAR
0,0.6,0.5818900455379532,CLEAR
